policy_age_months,claim_amount,prior_claims,risk_score,provider_tenure,time_since_incident_days,weekday,claim_type,region,channel,is_fraud
56.86351402988459,2911.4833700456047,0,0.6859569701340219,79.39847080098056,61,2,liability,MW,online,0
51.98184883705075,5817.156502384142,1,0.8471826676784684,69.2165831956589,50,5,collision,MW,agent,0
69.56240473402029,4603.659245923428,2,0.3229834313021861,78.96592141031266,99,3,collision,S,agent,0
82.85359482187022,2656.3210292693534,1,0.5509162777349534,23.84224226183709,78,6,theft,S,phone,0
96.99437965711903,926.6280642101734,0,0.48611234944931486,29.513573163917115,25,5,liability,NE,agent,0
74.85761953735938,6487.062929799487,0,0.19831249014853958,25.306268240742522,13,0,collision,NE,agent,0
59.25027385161917,8320.114179728447,3,0.5587562851802362,34.1993748562541,72,6,collision,NE,online,1
78.48826556584854,8767.530586153855,0,0.4787233888953814,74.01351871600717,119,6,collision,MW,online,0
73.85292625642886,2754.8555398209014,0,0.6238637271190757,48.42199089106391,67,1,liability,MW,online,0
59.32318528749079,9100.572553752372,1,0.6342977710436757,17.563127717783768,93,5,theft,MW,online,0
73.1651459282597,6902.288048329854,0,0.5255598391763858,78.37852422703122,52,4,liability,W,agent,0
72.72838167316355,6882.457422668951,2,0.6399433387747575,64.14638446214809,52,1,collision,MW,online,1
56.759948758121354,3409.661185824225,0,0.31252311866176036,55.02624796018943,100,2,theft,NE,agent,0
48.85889246431957,4538.521314474987,0,0.49004609667845944,31.67590646561494,41,0,collision,MW,agent,0
70.72445850589058,14748.704460622412,0,0.6752610114644342,27.89680177298427,33,4,collision,NE,agent,1
41.07013752643729,13445.633384824398,0,0.6258169658536376,28.543806512426666,63,2,liability,W,agent,0
38.13671038270129,4774.435196504546,0,0.4741348201759021,11.470955009080258,74,2,collision,W,agent,0
64.0173320024333,5513.842281551087,0,0.5643458400142978,14.756998969660895,70,5,liability,W,agent,0
70.11360372975146,1316.8591609996326,0,0.3786737466451372,55.146657225526766,57,1,theft,W,agent,0
63.86518122147524,10121.077927275122,0,0.7311157533169627,44.890716849616375,110,6,collision,S,agent,1
66.0687011217854,7687.708086695256,1,0.6406278073644436,42.53097790725729,55,6,liability,S,agent,0
27.39692815241368,6045.338615168526,2,0.5185881341443027,31.35246438102865,108,3,collision,NE,agent,0
69.73630212544217,3424.0030441656136,0,0.5577028176819224,38.51298781209668,68,6,collision,S,agent,0
90.12013063067786,5114.576514120361,0,0.5709128318046988,24.663639112280862,108,3,liability,MW,agent,0
75.26959535083073,11842.524819998014,0,0.5928893201142076,23.421524496682697,53,1,theft,S,agent,0
74.54350373176482,6106.880827177662,0,0.4587008986413852,33.41090299713069,3,2,collision,S,agent,0
62.453650160082844,23837.150997052053,0,0.6017959024231024,56.00761385189946,28,1,liability,W,online,0
63.19077086669435,7997.513359819419,0,0.79601550279869,45.13916716555758,113,5,theft,S,online,1
55.29118808160067,2831.9920363866827,0,0.6318845648881046,32.26376433610706,12,2,theft,W,agent,0
65.45012946416685,3841.118952054849,1,0.45005475579750376,36.965794588961494,33,6,theft,MW,online,0
40.40948804665092,3210.2843794954306,0,0.4489386409701586,23.67211524265389,31,4,collision,W,agent,0
90.25800465641294,8222.443876206726,0,0.5344037309082325,38.746893396980845,10,1,theft,MW,agent,0
43.973581143656396,9819.551511065323,3,0.7272366291630445,32.448078041915,86,6,liability,S,agent,1
75.22080413630277,13763.459032506047,1,0.5677615981640909,61.1673916167547,80,6,collision,MW,online,0
86.49146969194145,4026.1977870574538,0,0.23151783036064802,62.80998957772864,98,4,liability,NE,agent,0
75.16391075953024,6508.115176242775,0,0.34897099972128015,37.61664569600058,75,3,liability,MW,online,0
113.15911507928539,10596.202309846507,2,0.3497736108740041,46.962169699412726,31,6,theft,S,online,1
28.078159720478535,12455.283104221802,0,0.5959773564461162,41.84000084269031,112,5,liability,S,agent,0
49.87385221844946,2348.8568269309812,1,0.31164765898583546,13.408667890366315,14,0,collision,MW,online,0
86.0197124043278,7130.035410385481,1,0.6615854811544201,59.58462189866838,76,6,collision,MW,online,0
37.64391489521378,2402.2920965324824,0,0.7545744376046896,55.344563395327555,5,2,liability,W,online,0
44.41108852168066,3425.284769260959,0,0.6310335548582037,18.53286801967865,4,2,collision,NE,agent,0
68.33843781014522,2243.799134855977,0,0.19377040169341184,53.70070671256568,4,6,collision,S,agent,0
59.01987308929134,3386.0995118412256,0,0.3736079775745775,17.111683291659073,21,6,liability,W,agent,0
66.99873020156868,2059.4180034956835,1,0.46100071266704545,27.693396205592624,76,6,theft,W,agent,0
60.61727068924829,2418.3233657751584,1,0.41935628302932454,63.17842868533661,94,3,theft,W,phone,0
62.38181915885505,2856.2252723805914,0,0.3620703358581067,53.37767584950994,23,0,theft,MW,online,0
45.82260962097891,5894.992377209586,2,0.37978801209366453,34.70831364575768,77,4,theft,NE,online,0
61.74879673422625,5015.737081797908,0,0.5136290712866215,24.00028569846816,38,3,collision,S,online,0
50.96055493336986,1832.7855461730214,2,0.4220509780132085,46.55104872094245,13,6,collision,S,online,0
53.180839390273434,25459.28816977383,0,0.45269821409927136,34.637676906708265,27,0,collision,MW,agent,0
74.89147775238521,3666.105152691616,1,0.6071685871494898,21.595320871862718,100,5,collision,W,agent,0
37.02054944503742,2213.747317991581,1,0.15899041789865667,49.66808874601786,4,3,collision,S,online,0
24.450167327657518,6971.128454247386,0,0.2579774925100649,33.12148622088321,95,4,liability,NE,online,0
73.13389539381912,4901.295109904384,0,0.4267866581329209,21.300837733653022,41,6,collision,S,agent,0
61.76852101522577,3018.199601784194,0,0.4382913683166622,74.6815710076367,112,6,collision,MW,agent,0
86.46044123903798,6212.812552807703,0,0.40784094552769584,99.18889370033558,48,5,theft,NE,agent,0
44.79756139657243,3283.126911856482,0,0.5019587636174909,54.07233585728199,60,3,liability,S,agent,0
56.18943160377904,4115.785306632379,0,0.44368742266073513,40.020693557482204,50,5,collision,NE,agent,0
59.73563105687039,11841.605714373436,1,0.7273382984393116,38.862861726242976,57,0,fire,S,online,1
47.60321857546241,5292.928967398614,0,0.3453207490921469,39.91170511197279,70,3,fire,NE,phone,0
42.959570493299395,7104.417232416537,0,0.5145455334316553,24.463816868760546,38,0,liability,S,phone,0
74.31927087713916,3592.9309735397815,0,0.4604282748748533,37.58778211262257,39,5,collision,MW,online,0
35.84785816995697,5387.953739431132,0,0.4908972803819253,28.655268191184266,84,0,collision,W,agent,0
40.67384295915169,3094.9024418462927,0,0.4508841354009843,16.27995206291533,35,6,collision,S,agent,0
55.58881666095258,3013.779970627321,0,0.6318048886321747,51.605212883606285,108,6,liability,MW,online,0
77.0978019338798,3837.4947704440233,0,0.5557279413604956,12.223995507352226,67,3,liability,W,agent,0
48.599441620190674,3239.891890565659,0,0.33087312777995354,43.69503706614279,14,4,collision,MW,online,0
46.63065775941014,9162.029228168816,0,0.6834936609015259,36.6282600799522,84,4,liability,W,online,1
54.540835022757676,6956.85157733658,1,0.5754988331751585,74.46167375222092,19,1,collision,S,online,0
65.01692788623139,1242.1755527269568,1,0.4469081371034319,51.8455167393948,74,1,collision,MW,online,0
51.837533114722596,13828.814448900519,1,0.6157793768199923,36.23226995392711,50,2,theft,S,agent,1
80.27358222301655,7220.500680162338,0,0.4051809804719472,38.19016013689572,60,5,liability,MW,online,0
81.37605366925239,9766.980982121435,1,0.5279405769547542,55.53799156998082,62,1,collision,S,online,0
55.58789401203266,4435.665023729969,0,0.3324204763590591,32.31741520744582,47,0,liability,S,online,0
102.53936543073871,2005.3419139348312,0,0.6161247104810991,53.71247700511152,32,3,liability,NE,online,0
59.30393964800731,2220.683145255125,0,0.5558625460305544,40.675991899730825,77,3,collision,MW,agent,0
80.48268534731542,13689.013890161728,0,0.49957639970893686,30.452735826815797,12,4,liability,W,agent,0
64.43785991117899,1851.2790221257956,0,0.5796563665853349,23.271621009909065,58,1,liability,S,online,0
64.05516932186164,2064.4626859932487,1,0.2681408249289853,31.165847216203574,36,5,collision,S,agent,0
33.11338372444236,3790.6864525502906,0,0.6221192116103371,35.06785143471188,99,5,liability,S,online,0
39.552850068365586,2141.2294235271197,0,0.38484903874558374,23.678524620488144,38,1,liability,S,online,0
52.700703112360145,6767.479801904121,1,0.7550030068106333,36.09868867863263,116,1,liability,NE,agent,0
81.17517704511741,7090.264486912002,0,0.4928580475953174,41.644861818775524,27,1,liability,NE,online,0
64.7312240644608,6299.420745475234,0,0.30747736024164024,16.629178097646644,3,4,collision,S,agent,0
52.85534346249672,3399.9199074926796,0,0.8375412185023023,38.87010715868317,4,2,liability,W,agent,0
70.33419922488031,5844.500436816501,1,0.6025406534793141,104.30073698797378,44,4,liability,NE,online,0
80.1955113570622,14330.470212432318,0,0.34457018918094157,42.74871395164977,67,1,collision,S,online,0
58.11833406061774,2078.9207210509,0,0.5392293640960456,34.331613329996976,75,3,theft,NE,agent,0
62.26182124838923,9604.736912264465,0,0.6521414807737703,14.997254505032807,99,6,collision,NE,agent,0
59.72409346147745,7980.783479302812,0,0.03611797079207286,45.578395875002784,0,1,collision,NE,agent,0
56.94715882038913,4613.959434790352,1,0.525446479752482,74.43515396496163,5,5,collision,MW,agent,0
44.64027932378842,5430.69388526428,0,0.5011528658791873,19.364239316460232,36,6,liability,NE,agent,0
43.52087823974815,6087.744769136582,0,0.506737327346512,22.83868932298471,30,5,liability,S,agent,0
70.19247691613248,2735.5380856443703,0,0.26120800276969797,42.696453002744356,89,1,theft,MW,online,0
80.69282795236555,1845.725523652351,2,0.4602515406415092,69.81943452156031,61,0,theft,MW,agent,0
52.822299383812165,8466.834171752345,2,0.272931223261045,15.287915064018536,30,3,collision,S,agent,0
52.43023486450672,2328.672117359121,0,0.5538019327525967,58.80709414209635,112,6,theft,S,agent,0
30.10462002361323,2550.66825008484,0,0.41400300319259137,27.824915704717924,58,5,collision,NE,agent,0
28.224599556774294,3607.089780416718,1,0.5271873734842142,54.57805762928112,115,3,collision,NE,agent,0
87.34408657685438,5829.554476044742,0,0.4997859479090119,77.2955225474576,39,4,theft,NE,agent,0
45.58695404126138,3642.3572814094214,0,0.5305631444744959,26.827246141963386,5,3,liability,W,agent,0
115.88256227387609,3183.107026127287,2,0.4269444748895021,37.809909897918324,113,6,theft,W,online,1
48.175033378558524,8705.034246442181,0,0.4996562381882211,64.9184925888481,41,1,liability,W,agent,0
33.48203539818951,4024.1696893886724,2,0.5258351101107689,43.05998205131986,96,4,collision,S,agent,0
59.875590090995416,3043.9098435746723,0,0.7044266004787191,32.22288111030803,9,1,collision,MW,online,0
74.03839309221766,6227.778210498126,0,0.5417313965269183,18.98711341921585,16,6,liability,NE,online,0
71.38211559666314,5090.602567510668,1,0.6069222932021748,21.298603271149,60,1,theft,NE,online,0
76.41240044775105,5000.19229527796,0,0.6097319240265412,39.91947491595955,61,3,liability,S,agent,0
41.71921285054413,6412.860133361085,0,0.4965683953898105,38.00649834664279,4,0,collision,NE,online,0
86.65772954483893,4525.718126227425,1,0.5931329297823128,30.502755916848486,89,1,collision,NE,agent,0
88.32711301156456,8158.600754055233,0,0.5693437943149203,44.463735827672515,69,0,liability,S,agent,0
89.59801904307369,2085.9068024914986,1,0.24482799390415605,46.538201349636694,78,2,liability,NE,online,0
62.951791216867356,10350.296713942322,0,0.5922977941090692,40.99944183022128,99,0,collision,W,agent,0
51.50963086875682,2841.488791221719,1,0.656981307571304,35.60314474856032,19,1,collision,W,online,0
50.028111962126374,1840.9072197842881,0,0.5642863117975476,25.127824825557237,108,2,collision,MW,online,0
33.41998422240112,3062.572507984891,0,0.3474285018068517,48.1692454357991,100,6,collision,S,online,0
48.51872250156248,3984.9696192367887,1,0.37348991385735464,47.11114382659539,11,1,liability,S,online,0
23.819631078135558,3162.154555195595,1,0.3807407411443682,52.13614885179754,84,4,collision,S,online,0
31.884860502973673,2754.2551754736473,0,0.547938585477807,39.49980386898174,114,5,theft,S,phone,0
62.743910068297524,9012.291761707724,0,0.6225664116989162,33.28705658259238,10,1,collision,S,online,0
53.40054046428443,2914.985005837169,0,0.19225283362609777,41.715060410541135,97,5,collision,W,online,0
61.8774933323066,1268.1645434525524,0,0.43673421147347846,18.38323448696534,91,4,theft,S,phone,0
72.210624274566,3982.7786323330183,4,0.4970694703330358,11.285544452411816,9,4,liability,NE,online,1
65.48337801102673,16768.10789940087,1,0.5298545366559817,64.19765460098597,105,1,collision,NE,phone,0
